sound,pronunciation,native,language,meaning
GOOD,sE++_E--,སད,tibetan,frost
GOOD,TXE--_EE-,འབྲས,tibetan,fruit
GOOD,Sa++a++,ལྷ,tibetan,god/diety
GOOD,ta++a++msaq,གཏམ་བཟང,tibetan,good news
GOOD,ki#&--i#&TXu++u++m,རྒུན་འབྲུམ,tibetan,grape
GOOD,ko--o,མགོ,tibetan,head
GOOD,ny~i++i++q,སྙིང,tibetan,heart/mind/essence
GOOD,kh~a++a++qpa++a++,ཁང་པ,tibetan,house
GOOD,mi--i,མི,tibetan,human being
GOOD,xy~i&--i&i&-,བཞིན,tibetan,image
GOOD,nE++_E++txy~i#_,གནས་ཚུལ,tibetan,information
GOOD,no--_ou#-kE_,ནོར་སྐལ,tibetan,inheritance
GOOD,na--aq,ནང,tibetan,interior
GOOD,txy~a++a--,ལྕགས,tibetan,iron
GOOD,tsh~o++o++,མཚོ,tibetan,lake
GOOD,kE++_E--,སྐད,tibetan,language/speech
GOOD,txy~o--oo-q,ལྗོངས,tibetan,large valley
GOOD,tsh~o++o++wa,འཚོ་བ,tibetan,life
GOOD,'e#--_e#e#-,འོད,tibetan,light
GOOD,se++e++q,སེང,tibetan,lion
GOOD,tsh~i++i++Ji++i--q,ཚེ་རིང,tibetan,longevity
GOOD,li#--i#--i#i#-,ལུད,tibetan,manure/fertilizer
GOOD,txy~e++e++,རྗེ,tibetan,master/lord
GOOD,ta++a++,རྟ,tibetan,melody
GOOD,'o--oma++a++,འོ་མ,tibetan,milk
GOOD,lo++o++,བློ,tibetan,mind/awareness
GOOD,me--elo++o++q,མེ་ལོང,tibetan,mirror
GOOD,ta--awa++a++,ཟླ་བ,tibetan,moon
GOOD,Ji--i,རི,tibetan,mountain
GOOD,tsi++i++tsi++i++,ཙི་ཙི,tibetan,mouse/rat
GOOD,mi--iq,མིང,tibetan,name
GOOD,na++a++,སྣ,tibetan,nose
GOOD,txy~h~i++i++,ཕྱི,tibetan,outside/exterior
GOOD,pi++_u#++,པིར,tibetan,paintbrush
GOOD,txy~h~a++a++,ཆ,tibetan,pair/couple
GOOD,la--am,ལམ,tibetan,path
GOOD,li--i,ལི,tibetan,pear
GOOD,yi#--_i#,ཡུལ,tibetan,place/area
GOOD,txy~a++a++k.la+a+m,ལྕགས་ལམ,tibetan,railroad
GOOD,txy~h~a++_a++pa++a++,ཆར་པ,tibetan,rain
GOOD,txy~a--a,འཇའ,tibetan,rainbow
GOOD,ke#&++e#&++TXh~o++o--k.,དཀོན་མཆོག,tibetan,rare jewel/god
GOOD,txy~h~e#++_e#--,ཆོས,tibetan,religion
GOOD,qe#&++e#&++txy~e#++_e#--,མངོན་བརྗོད,tibetan,rhetoric/metaphor
GOOD,ky~E--_EJU++U--p.,རྒྱལ་རབས,tibetan,royal lineage
GOOD,tsh~a++a++,ཚྭ,tibetan,salt
GOOD,pu++u++ti++i++,པོ་ཏི,tibetan,scripture
GOOD,ta--a,བརྡ,tibetan,sign/signal
GOOD,th~a--_u#,དར,tibetan,silk
GOOD,Je--e,རེ,tibetan,single
GOOD,na++a++m,གནམ,tibetan,sky
GOOD,TXi#--_i#,སྦྲུལ,tibetan,snake
GOOD,yi--itsi++i--,ཡི་ཙི,tibetan,soap
GOOD,ph~u--u,བུ,tibetan,son/child
GOOD,la++a++,བླ,tibetan,soul/spirit
GOOD,TXa--a,སྒྲ,tibetan,sound
GOOD,th~u++u++k.pU++U++,ཐུག་པ,tibetan,soup
GOOD,So++o++,ལྷོ,tibetan,south
GOOD,ka++a++Ja++a++,ཀ་ར,tibetan,sugar
GOOD,sE--_EE-,ཟས,tibetan,sustenance
GOOD,qi#++_i#++,རྔུལ,tibetan,sweat
GOOD,txy~h~a--alo++o++,ཇ་ལོ,tibetan,tea leaf
GOOD,ka++a++,བཀའ,tibetan,teaching
GOOD,TXh~i++i++,ཁྲི,tibetan,ten thousand
GOOD,so--oo-,བཟོ,tibetan,to make
GOOD,TXu--ukE++_E--ky~a--aa-,འབྲུག་སྐད་རྒྱག,tibetan,to thunder
GOOD,TXh~i--i,འབྲི,tibetan,to write/draw
GOOD,th~u--uu-,དུག,tibetan,toxin
GOOD,Ji--ili++i++,རི་ལི,tibetan,train
GOOD,Ji&--i&txy~h~e&++e&++,རིན་ཆེན,tibetan,treasure/valuable
GOOD,yu++u++,གཡུ,tibetan,turquoise gemstone
GOOD,ta+a+ta++a--q,ལྟ་སྟངས,tibetan,view/viewpoint
GOOD,txy~h~u++u++,ཆུ,tibetan,water/river
GOOD,nU++U++mxy~i++i--,གནམ་གཤིས,tibetan,weather/climate
GOOD,nu--uu-,ནུབ,tibetan,west
GOOD,kh~o++o++lo++o++,འཁོར་ལོ,tibetan,wheel
GOOD,ph~i#--_i#i#-me++_e--,བུད་མེད,tibetan,woman
GOOD,ph~E--_E,བལ,tibetan,wool
GOOD,tsh~i++i--,ཚིག,tibetan,word/phrase
GOOD,lo--o,ལོ,tibetan,year
aa+,'b?aa+p.,bắp,vietnamese,a blossom
GOOD,'b?a_a--q,bảng,vietnamese,a board
d?,'d?aaa-',đạn,vietnamese,a bullet
i-U--,'d?i-U--,đìa,vietnamese,a pond
o#o#-,'d?o#o#-t.',đọt,vietnamese,a sprout
GOOD,tuU--y,tuổi,vietnamese,age
GOOD,ho#o#--y,hỏi,vietnamese,ask
GOOD,'b?iU--n,biển,vietnamese,beach
i,txy~im,chim,vietnamese,bird
t.,'b?iit.,bit,vietnamese,bit (computing)
GOOD,noo--,nổ,vietnamese,boom
oo-,hoo-p.',hộp,vietnamese,box
U,txy~Uw,trâu,vietnamese,buffalo
o#o#-,'b?o#o#-',bọ,vietnamese,bug
aa-,'b?aa-wkp.',bọc,vietnamese,bundle
GOOD,'b?UU-n',bận,vietnamese,busy
i#U+,'b?i#U+m,bướm,vietnamese,buterfly
GOOD,hwii--,huỷ,vietnamese,cancle
GOOD,Ga-_a--,gà,vietnamese,chicken
Uy,mUy,mây,vietnamese,cloud
q,qoo,ngô,vietnamese,corn
d?,'d?aam,đam,vietnamese,crab
aa+,kaa+t.,cắt,vietnamese,cut
a-a--,qa-a--y,ngày,vietnamese,day
aa+,swaa+,xoá,vietnamese,delete
o#o#+,txy~o#o#+,chó,vietnamese,dog
GOOD,ta_a--y,tải,vietnamese,download
GOOD,vE+q~E++,vẽ,vietnamese,draw
uU+,'uU+q,uống,vietnamese,drink
a,'an,ăn,vietnamese,eat
GOOD,qa+_q~a++,ngã,vietnamese,fall
GOOD,kwa_a-t.',quạt,vietnamese,fan
GOOD,ni#+q~i#++,nữ,vietnamese,female
i,fim,phim,vietnamese,film
U-U--,'b?U-U--y,bầy,vietnamese,flock
GOOD,'b?a_a-n',bạn,vietnamese,friend
GOOD,kwi+q~i++,quỹ,vietnamese,fund
GOOD,to#o#--y,tỏi,vietnamese,garlic
i,'d?i,đi,vietnamese,go
a-a--,va-_a--q,vàng,vietnamese,gold
Uw,'Uwqm,ông,vietnamese,grandfather
a-a--,'b?a-a--,bà,vietnamese,grandmother
U-U--,'d?U-U--w,đầu,vietnamese,head
aa-,naa-q',nặng,vietnamese,heavy
GOOD,'aa--yq,ảnh,vietnamese,image
GOOD,la+_q~a++y,lãi,vietnamese,interest
GOOD,zi#+q~i#++,giữ,vietnamese,keep
aa,zaaw,dao,vietnamese,knife
i#-U--,ki#-U--y,cười,vietnamese,laught
aa+,'b?aa+w,báo,vietnamese,leopard
GOOD,lo+q~o++,lỗ,vietnamese,loss
E+E++,zE+E++Q,dẽ,vietnamese,lumpy
a-a--,swa-_a--y,xoài,vietnamese,mango
o#o#-,ho#o#-p',họp,vietnamese,meeting
i-U--,ti-U--n,tiền,vietnamese,money
EE-,mEE-',mẹ,vietnamese,mother
uu+,nuu+y,núi,vietnamese,mountain
GOOD,txy~uU-t.',chuột,vietnamese,mouse
E-E--,txy~E-E--w,chèo,vietnamese,oar
GOOD,ku+q~u++,cũ,vietnamese,old
U-U--,txy~U-U--w,chầu,vietnamese,party
UUy,txy~UUy,chơi,vietnamese,play
GOOD,fa_a-t.',phạt,vietnamese,punish
a-a--,fa-a--wqm,phòng,vietnamese,room
GOOD,'b?aa--y,bảy,vietnamese,seven
GOOD,'b?a+_a++y,bãi,vietnamese,shore
ii-,txy~ii-',chị,vietnamese,sister
aa+,vaa+y,váy,vietnamese,skirt
o#o#+,no#o#+y,nói,vietnamese,speak
UU-,'b?UU-k.',bậc,vietnamese,stair step
GOOD,'b?a+_a++wQ,bão,vietnamese,storm
GOOD,'a_a+w,áo,vietnamese,t-shirt
a-a--,'b?a-_a--n,bàn,vietnamese,table
iU--,'b?iU--w,biểu,vietnamese,table of data
E-E--,txy~E-E--,chè,vietnamese,tea
GOOD,qi+q~i++,nghĩ,vietnamese,think
iU+,'b?iU+w,biếu,vietnamese,to cordially give
EE--,'d?EE--,đẻ,vietnamese,to give birth to
o#+o#++,'b?o#+o#++,bó,vietnamese,to pack
a-a--,za-a--yq,dành,vietnamese,to reserve for
GOOD,li#+q~U++,lưỡi,vietnamese,tounge
Uy,kUy,cây,vietnamese,tree
GOOD,th~i#i#--,thử,vietnamese,try
aa+,'b?aa+yq,bánh,vietnamese,vaguely defined term
GOOD,sa+_q~a++,xã,vietnamese,village
U-U--,txy~U-_U--,chờ,vietnamese,wait
i#U+,ni#U+k.,nước,vietnamese,water
UU+,'b?UU+k.,bấc,vietnamese,wick
h~r,h~risgl,rhisgl,welsh,bark (of tree)
a,plant,plant,welsh,child
S,SU^gad,llygad,welsh,eye
ph~,ph~Usko#d,pysgod,welsh,fish
o#,tro#id,troed,welsh,foot
i#,fruui#c,ffrwyth,welsh,fruit
S,gweeSd,gwellt,welsh,grass
O,trOm,trwm,welsh,heavy
h~r,h~raf,rhaff,welsh,rope
c,saic,saith,welsh,seven
H,HweH,chwech,welsh,six
S,So#sd,llost,welsh,tail
S,SaaS,llall,welsh,the other
w,gwraig,gwraig,welsh,wife
GOOD,k!l*olisa,xolisa,xhosa,apologize
GOOD,ih~gt*h~isa,igcisa,xhosa,artist
GOOD,iql*h~o#wa,ingxowa,xhosa,bag
GOOD,iqd*h~o#ndo#,ingqondo,xhosa,brain
GOOD,k!l*akEka,xakeka,xhosa,busy
GOOD,k!t*o#k!t*a,coca,xhosa,clean
d*h~,iqd*h~ele,ingqele,xhosa,cold
GOOD,kt*h~aza,chaza,xhosa,comb
GOOD,uql*ibElElwano#,unxibelelwano,xhosa,communication
l*,iq!l*ath~aq!l*ath~a,inkxathankxatha,xhosa,complex/complicated
GOOD,k!d*o#bo#,qobo,xhosa,concrete/actual
GOOD,iq!t*ubEko#,inkcubeko,xhosa,culture
GOOD,isih~gd*h~ibo#,isigqibo,xhosa,decision
GOOD,qt*iphisa,nciphisa,xhosa,do less
GOOD,h~gd*h~iHa,gqirha,xhosa,doctor
GOOD,ql*iba,nxiba,xhosa,dress
d*h~,ukukd*h~uba,ukuqhuba,xhosa,drive/push
l*h~,ukukl*h~uluza,ukuxhuluza,xhosa,epileptic
GOOD,k!t*ak!t*isa,cacisa,xhosa,explain
GOOD,kd*h~ElEkilE,qhelekile,xhosa,familiar
d*,gd*iba,gqiba,xhosa,finish
GOOD,k!l*olEla,xolela,xhosa,forgive
GOOD,isikd*h~amo#,isiqhamo,xhosa,fruit
t*h~,iqt*h~a,ingca,xhosa,grass
GOOD,umkhEq!t*E,umkhenkce,xhosa,ice
GOOD,iqt*h~aqa,ingcanga,xhosa,idea
GOOD,iq!t*ukukth~a,inkcukucha,xhosa,information
GOOD,ukuqd*amlEza,ukunqamleza,xhosa,intersect
GOOD,iqd*h~ayi,ingqayi,xhosa,jar
t*,gt*ina,gcina,xhosa,keep/save
d*,q!d*oq!d*oza,nkqonkqoza,xhosa,knock
GOOD,h~gd*h~ibEla,gqibela,xhosa,last
GOOD,qt*inanE,ncinane,xhosa,minor
l*,iql*ina,inxina,xhosa,mint
GOOD,iqt*h~o#qt*h~o#ni,ingcongconi,xhosa,mosquito
GOOD,xEql*a,shenxa,xhosa,move
l*h~,iql*h~olo,ingxolo,xhosa,noise
GOOD,umqd*uma,umnquma,xhosa,olive
GOOD,kd*h~a,qha,xhosa,only
t*,iqt*iniba,inciniba,xhosa,ostrich
GOOD,isih~gl*h~ina,isigxina,xhosa,permanent
GOOD,k!t*ak!t*ilE,cacile,xhosa,plain/clear
t*,k!t*Ela,cela,xhosa,please
GOOD,kt*h~ubEkilEyo#,chubekileyo,xhosa,polite
GOOD,iql*izElElo#,inxizelelo,xhosa,pressure
GOOD,iqt*h~aphEphE,ingcaphephe,xhosa,professional
d*,qd*abile,nqabile,xhosa,rare
GOOD,iqd*h~Exo,ingqesho,xhosa,rent
GOOD,h~gl*h~o#tha,gxotha,xhosa,repel
GOOD,iql*h~Elo#,ingxelo,xhosa,report
GOOD,amakl*h~Egwazana,amaxhegwazana,xhosa,seniors
GOOD,isikl*h~Enk!l*E,isixhenxe,xhosa,seven
GOOD,qd*anawa,nqanawa,xhosa,ship
l*,igl*alaba,igxalaba,xhosa,shoulder
GOOD,k!t*ula,cula,xhosa,sing
GOOD,qt*iqt*i,ncinci,xhosa,small/young
GOOD,kt*h~itha,chitha,xhosa,spend
GOOD,isih~gt*h~awu,isigcawu,xhosa,spider
GOOD,k!d*ala,qala,xhosa,start
t*,iq!t*asa,inkcasa,xhosa,taste
GOOD,k!l*ElEla,xelela,xhosa,tell
GOOD,k!t*iqa,cinga,xhosa,think
GOOD,iqt*h~iqa,ingcinga,xhosa,thought
l*,ik!l*Exa,ixesha,xhosa,time
GOOD,isikl*h~o#bo#,isixhobo,xhosa,tool
t*h~,k!t*h~ukumisa,chukumisa,xhosa,touch
GOOD,qt*h~ayisEla,ngcayisela,xhosa,trap
GOOD,k!d*iniso#,qiniso,xhosa,truth
GOOD,guk!d*ula,guqula,xhosa,turn
d*,k!d*o#nda,qonda,xhosa,understand
GOOD,iql*h~amisEkilE,ingxamisekile,xhosa,urgent
GOOD,iql*agu,inxagu,xhosa,warthog
GOOD,iql*h~ah~gl*h~asi,ingxagxasi,xhosa,waterfall
GOOD,a-la+ka+la-a+,àlákálàá,yoruba,a dream
GOOD,gbogbo,gbogbo,yoruba,all/everything
GOOD,akpa+,apá,yoruba,arm
GOOD,abi-yE+,abìyẹ́,yoruba,bird
GOOD,ile+elE-,iléelẹ̀,yoruba,bungalow
GOOD,a-i-bi-ki+ta-,àìbìkítà,yoruba,carelessness
GOOD,a-ya-,àyà,yoruba,chest (body)
GOOD,e-e+ka&+na&+,èékánná,yoruba,claw
GOOD,odju+,ojú,yoruba,eye
GOOD,Ebi+,ẹbí,yoruba,family
GOOD,obi&-ri&,obìnrin,yoruba,female
GOOD,a-rE-mo#&,àrẹ̀mọ,yoruba,first born child
GOOD,E-bi+,ẹ̀bí,yoruba,giving childbirth
GOOD,o#lo#+ru&,ọlọ́run,yoruba,god
GOOD,alE-,alẹ̀,yoruba,land
GOOD,gbE-du,gbẹ̀du,yoruba,large drum
GOOD,o#ku&-ri&,ọkùnrin,yoruba,male
GOOD,alE+,alẹ́,yoruba,night
GOOD,no#+qba-,nọmba,yoruba,number
GOOD,a-lu-bo#+sa-,àlùbọ́sà,yoruba,onion
GOOD,EyEle+,ẹyẹlé,yoruba,pidgeon
GOOD,agba+ra,agbára,yoruba,power
GOOD,i-ta&,ìtan,yoruba,relation
GOOD,o#ro#-,ọrọ̀,yoruba,riches
GOOD,a-kpa+,àpá,yoruba,scar
GOOD,a-lu-mo#&+ga-dji+,àlùmọ́gàjí,yoruba,scissors
GOOD,ba-ta-,bàtà,yoruba,shoe
GOOD,i-ta&-,ìtàn,yoruba,story
GOOD,abo+a-ru&-yi+,abóòrùnyí,yoruba,sunflower
GOOD,a-ko+ko-,àkókò,yoruba,time
GOOD,hE&gw~a-,hẹngwà,yoruba,to be beautiful
GOOD,djE&-na&-,jẹ̀nnà,yoruba,to be far
GOOD,fE-,fẹ̀,yoruba,to be successful/prosperous
GOOD,fE+,fẹ́,yoruba,to desire
GOOD,gbo#.gbE+,gbọgbẹ́,yoruba,to receive an injury
GOOD,omi&,omi,yoruba,water
GOOD,aja,aya,yoruba,wife
GOOD,o#-ro#-,ọ̀rọ̀,yoruba,word
GOOD,o#&du&+,odún,yoruba,year
S,i+i+iSaaSa,ī́hlahla,zulu,branch (of a tree)
g?,isiphiig?a,isíphika,zulu,cape (garment)
Z,umbiiZi,uḿbhidli,zulu,celebration
g?,i+i+ihhoog?o,ī́hhoko,zulu,chicken coup
S,i+isiiSa+a,ísihlá,zulu,cluster
l*,i+i+i-l*u+u+u-g?u,îxûku,zulu,crowd
l*,u+u+ugl*h~a,ū́gxa,zulu,digging stick
l*,i+i+iql*h~i,íngxi,zulu,dirt
t*,i+i+i-t*i+i+it*i,îcíci,zulu,earring
b?,u+ub?u+u+b?i+i,úbubí,zulu,evil
t*,i+iqt*aazo,íncazo,zulu,explanation
g?,u+u+ug?udo+o+o-b?a,úkudôba,zulu,fishing
d*,i+i+igd*h~uub?u+u,ī́gqubú,zulu,grudge
hh,u+uhha+a+afu,úhháfu,zulu,half
hh,i+i-hho+olo,îhhólo,zulu,hall
Z,isa+a+anZa,isándla,zulu,hand
d*,i+iqd*hhuumbi,íngqumbi,zulu,heap
d*,i+i+i-d*h~a+a+awe,îqháwe,zulu,hero
Z,i+i+inZu,índlu,zulu,house
d*,u+u+u-gd*h~o+o+o-zi,ûgqôzi,zulu,inspiration
t*,i+i+it*h~iib?i+i,ī́chibí,zulu,lake
Z,i+i+iZaag?a,ī́dlaká,zulu,loincloth
l*,i+i+il*h~iib?a,ī́xhiba,zulu,makeshift hut
t*,i+iqt*h~oosa,íngcosa,zulu,meat
b?,i+i+i-b?i+i+i-zo,îbîzo,zulu,name
l*,u+u+ul*oolo,ū́xolo,zulu,peace
t*,i+i+i-t*e+e+eb?o,îcébo,zulu,plan of action or method
S,u+u+uSu,ū́hlu,zulu,ripple
Z,i+i+i-bu+u+u-Za,îbhûdla,zulu,scar
b?,i+i-sifu+u+u-b?a,ísifûba,zulu,secret
t*,i+i+it*aala+a,ī́calá,zulu,side
d*,isi+i+igd*h~i,isígqi,zulu,sound of footsteps
b?,u+ub?umto+o+o-ti,úbumtôti,zulu,sweetness
b?,i+i+i-du+u+ub?e,îdúbe,zulu,zebra
GOOD,lG~a_H,lách,irish (munster),pleasant/sweet
GOOD,mG~arG~ka_^ly~,marcáil,irish (munster),to mark
GOOD,tG~e_^sG~HnG~o_,taoschnó,irish (munster),doughnut
GOOD,tG~nG~a&_h,tnáith,irish (munster),to fatigue
GOOD,uUgy~Iny~UH,uaigneach,irish (munster),lonely
GOOD,xky~i#rG~d,sciurd,irish (munster),to scamper
GOOD,dy~e_nG~,déan,irish (munster),to do
GOOD,dG~a^dy~i_,daidí,irish (munster),daddy (childish)
GOOD,fG~o_gUry~,fógair,irish (munster),to proclaim
GOOD,pG~a_lG~a_^sG~,pálás,irish (munster),palace
GOOD,pG~a_py~e_^rG~,páipéar,irish (munster),paper
GOOD,i^ny~UltG~o_ry~,innealtóir,irish (munster),engineer
GOOD,hOi#ad,hwyad,welsh,duck (bird)
GOOD,gwla_d,gwlad,welsh,country/nation
GOOD,h~ri#cro#,rhuthro,welsh,to rush/hurry
GOOD,h~rEdi#n,rhedyn,welsh,ferns
GOOD,h~rU^vEC,rhyfedd,welsh,strange/odd
GOOD,h~lavar,llafar,welsh,vocal
GOOD,h~li_v,llif,welsh,saw (tool)
GOOD,h~lI^ni#n,llinyn,welsh,string/cord
GOOD,h~li#uH,lluwch,welsh,snowdrift/snow dust
GOOD,h~lo#gEh~l,llogell,welsh,pocket
GOOD,h~le_ti_gar,lletygar,welsh,hospitable
GOOD,glaswEh~ld,glaswellt,welsh,grass
GOOD,fy~ag,feadh,irish (munster),length
GOOD,ly~e_ny~U,léine,irish (munster),shirt
GOOD,lG~o#Ha_nG~,lochán,irish (munster),pond
GOOD,sG~a_vG~a_^ly~,sábháil,irish (munster),to save
GOOD,'a-lk!a+la-mi+_,àlƙalàmī,hausa,pen
,efˈʃaʁ,אֶפְשַׁר,hebrew,possible
,(ʔ)arˈmon,אַרְמוֹן,hebrew,palace
GOOD,'aveda^,אבדה,hebrew,a loss
GOOD,'avado^n,אבדון,hebrew,destruction/devastation/ruin/doom
GOOD,'abahu^t,אבהות,hebrew,fatherhood/paternity
GOOD,'evu^s,אבוס,hebrew,manger/feeding trough
GOOD,'avza^m,אבזם,hebrew,buckle (of a belt)
GOOD,'avnEt,אבנט,hebrew,sash
GOOD,aga^m,אגם,hebrew,lake/pool
GOOD,'aha^v,אהב,hebrew,to love
GOOD,ahava^,אהבה,hebrew,love/affection
GOOD,'ovda^n,אובדן,hebrew,ruin/destruction
GOOD,oye^v,אויב,hebrew,enemy
GOOD,o#Gga^zma,אורגזמה,hebrew,orgasm
GOOD,o#Gigami,אוריגמי,hebrew,origami
GOOD,'ot,אות,hebrew,signomen
GOOD,azhara^,אזהרה,hebrew,warning
GOOD,'izme^l,אזמל,hebrew,knife/scalpel
GOOD,'eHa^d,אחד,hebrew,(Judaism) the Oneness of God
GOOD,aHdu^t,אחדות,hebrew,unity
GOOD,aHo#^t,אחות,hebrew,sister
GOOD,aHa^z,אחז,hebrew,to hold
GOOD,'aHyani^t,אחיינית,hebrew,niece
GOOD,atmo#sfEGa,אטמוספירה,hebrew,atmosphere
GOOD,'ibe^d,איבד,hebrew,to waste/lose/forfeit/destroy
GOOD,eva^,איבה,hebrew,hostility/enmity/hatred.
GOOD,'ibu^d,איבוד,hebrew,loss
GOOD,'en,אין,hebrew,nothing
GOOD,'ix,איש,hebrew,man/adult male human being.
GOOD,elo^a,אלוה,hebrew,A god.
GOOD,'amad,אמד,hebrew,to evaluate/to estimate
GOOD,emuna^,אמונה,hebrew,faith
GOOD,Ento#mo#lo#^gya,אנטומולוגיה,hebrew,entomology
GOOD,'ani^,אני,hebrew,ego
GOOD,Entsiklo#pE^dya,אנציקלופדיה,hebrew,encyclopedia
GOOD,astGofi^zika,אסטרופיזיקה,hebrew,astrophysics
GOOD,'etsba^'~,אצבע,hebrew,(anatomy) finger
GOOD,aGo^n,ארון,hebrew,cupboard/closet/cabinet
GOOD,aGaHno#fo#^bya,ארכנופוביה,hebrew,arachnophobia
GOOD,'armo^n,ארמון,hebrew,palace
GOOD,e^Gets,ארץ,hebrew,country/land
GOOD,'aGa^G,ארר,hebrew,to execrate/to bitterly curse
GOOD,'E^xEH,אשך,hebrew,testicle
GOOD,axma^,אשמה,hebrew,blame/fault
GOOD,axpa^,אשפה,hebrew,garbage
GOOD,ba^wliq,באולינג,hebrew,bowling (the game)
GOOD,behema^,בהמה,hebrew,beast/animal (usually domesticated)/livestock
GOOD,baHu^ts,בחוץ,hebrew,outside
GOOD,baHu^r,בחור,hebrew,guy/boy
GOOD,baHa^G,בחר,hebrew,to choose/to opt/to select
GOOD,bite^',ביטא,hebrew,to pronounce a word
GOOD,bitu^aH,ביטוח,hebrew,insurance
GOOD,be^ygel,בייגל,hebrew,bagel
GOOD,balu^t,בלוט,hebrew,acorn
GOOD,pGi,פרי,hebrew,fruit
GOOD,mada^'~,מדע,hebrew,science
GOOD,nixba^'~,נשבע,hebrew,to swear/to promise
GOOD,'~ana^n,ענן,hebrew,a cloud
GOOD,xki'~a^,שקיעה,hebrew,sunset
GOOD,tapu^aH,תפוח,hebrew,apple
